energy_generation,nodu,generation_reserve_up_primary_on,generation_reserve_down_primary,generation_reserve_up_secondary_on,generation_reserve_down_secondary,generation_reserve_up_tertiary1_on,generation_reserve_down_tertiary1,generation_reserve_up_tertiary1_off
251.808,10.0,0.7267399880000001,0.7267399880000001,0.0,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.0,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.0,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.0,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.0,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.0,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.0,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.0,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.0,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.0,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.7267399880000001,1.800000072,1.800000072,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
251.808,10.0,0.7267399880000001,0.0,1.800000072,0.0,0,0,0
